utt_id,text,context,speaker,show,label,split
2_36,"The big deal is I don't want naked, greasy strangers in my apartment when I want to kick back with a puzzle,beer! Cold beer.","Okay, well Ross, what is this really about? Look, this is my home and I want to be able to come and go whenever I want! Okay, I will find someplace else to do the rest of my appointments. I just don't know what the big deal is!",ROSS,FRIENDS,0,train
1_6020,You just got off the list. Would you like back on it? This'll just take a moment. It's on a five and a quarter inch floppy.,"What differences does it make if Leonard goes to Wil Wheaton's party? Wil Wheaton is Sheldon's mortal enemy. Mortal enemy? Mm-hmm. Sheldon, I know you're a bit of a left-handed monkey wrench, but...
you really have a mortal enemy? In fact, I have 61 of them. Would you like to see the list? Oh, say no, say no, say no, say no.",SHELDON,BBT,1,train
1_S10E04_105,I'm the son of a gynecologist. I could be helpful.,"I have to say, I am happy with your ob-gyn. Cool. 'Cause she says you're doing a great job as ""weird friend who doesn't have to be at every appointment.""",RAJ,BBT,0,train
1_4031,"In 1917, when Albert Einstein established the theoretic foundation for the laser in his paper <i>""Zur Quantentheorie der</i> <i>Strahlung,""</i> his fondest hope was that the resultant device be bitchin'.","Happy now? I'm moving the dirty sock. Thank you. Raj, keep an eye out for the other one. Hey, guys, this is my friend Zack. Hey. Hello. Whoa! Is that the laser? It's bitchin'. Yes.",SHELDON,BBT,1,train
1_4743,"Oh, and the science dudes want to talk science with you. What do you want to talk about-- rocks, dinosaurs, our friend the beaver?","That's what I love about science-- there's no one right answer. So...you and Zack again, huh? Yeah, yeah, me and Zack again. Were we here earlier? Okay, we should, we should go. Ah, not yet. I want to talk science with the science dudes.",HOWARD,BBT,1,train
3_S01E01_226,"Oh. Look at me, I traveled back to 2009.","Hey, wanna check out twig-boy's website? Yes, I do. You have to download your own media player?",OTHER,SV,1,train
1_7402,I didn't know they gave Nobel prizes for making boom-boom in the potty.,"the paper was rejected, but recently, he was proven right. And now he's on the fast track to win a Nobel prize. Yeah, that's basically what I said. The point is Higgs is being celebrated for work he did 50 years ago, so that got me thinking, perhaps I've already hit upon the idea that will win me my Nobel prize.",LEONARD,BBT,1,train
2_420,"No you are not Chandler, we still love you Chandler","Okay you are right, I am in love with Joey's girlfriend. What? How is that possible? You barely know her. I don't know. I can't . I just, I can't get her out of my head you know. I am a very bad person. I am a horrible person.",CHANDLER,FRIENDS,1,train
1_6355,"said horrible things about each other in public... all in all, a pretty magical night.","Okay. So... we went out, saw a movie, met some nice people,",LEONARD,BBT,1,train
3_S04E05_313,When you have to apologise,"I am so fucked. This girl is gonna kill me or get me killed. Do tell. So, she's super attractive, and she's super smart, and she's way into me,like way more than a normal person should be. And sex! There's so much sex! The problem is the part after.",GILFOYLE,SV,1,train
1_S12E10_245,"And when I was little and my dog died, my mom sat me down and very gently told me that she wished the truck had hit my dad instead.","You can grieve over any emotional loss. The more you care about something, the greater the trauma of losing it. Oh, boy. He cared about this a lot. Yeah. What can we do to help him? Well, grieving is a process. Every culture has its own rituals and traditions to facilitate mourning. The ancient Egyptians had their mummification, the Tibetans had their sky funerals...",LEONARD,BBT,1,train
2_54,"That's easy for you to say, you weren't almost just killed.","Yes! And he said really mean things that were only partly true. I'm gonna go down there and teach that guy a lesson. Joey, please don't do that. I think it's best that we just forget about it.",RACHEL,FRIENDS,1,train
1_S10E21_151,"Hey, I already set up Howard and Bernadette. It's your turn to ruin some poor girl's life.","Can't believe Bert has a girlfriend and I don't. I thought you were taking a break from women to focus on your career. Oh, grow up. Don't you have any friends he can date?",PENNY,BBT,1,train
1_S12E04_456,All I see is a yellow smudge.,Check it out-- LeBron James posted a picture of me and him on Instagram. I don't see you. Look right behind him. No. Okay. You see that table just past his left shoulder? Now go back two more tables and over to the right.,PENNY,BBT,0,train
1_7442,"The original title was ""A Rederivation of Maxwell's Equations Regarding Electromagnetism"""" I dumbed it down because some of the more religious people in town were starting to say I was a witch.","This will interest you. And, Penny, feel free to paint your nails. What do you got? I believe Alex may have unearthed the grade school science project that could be my ticket to the Nobel Prize. Behold. ""Magnets: What Do They Stick To?"" If the answer is ""metal,"" it's not exactly groundbreaking.",SHELDON,BBT,0,train
1_S11E05_343,"At least he can still clean the oven, so that's something.","Okay, I put new batteries in the smoke detectors. Did you do the laundry? I sure did. Ooh. He's gonna be steamed. Just like his dress shirts.",BERNADETTE,BBT,0,train
2_91,"Alright, I'm gonna go pick up a few things for the trip.","Oh, certainly. That's a combination of Bernoulli's principle and Newton's third law of motion. See? Yeah, that's the same as ""it has something to do with wind"".",MONICA,FRIENDS,0,train
1_S12E09_413,Like I don't care at all.,"I see you. I see you... and boom. (explosion sound effect) Gotcha! How's it feel, Penny?",PENNY,BBT,0,train
1_S11E05_429,"Yeah, Bernadette texted earlier. Raj is really getting on her nerves.","You know, once we get this operational, we could probably figure out how to make it wireless. That'd be amazing. (phone chimes) Oh, that's Sheldon. Oh, he's upset with Leonard and Penny. (phone whooshes) And Bernadette. (phone whooshes) And Mark Twain.",HOWARD,BBT,0,train
2_169,"Hes not right for the part, and if I suggest him my bosses are going to think I am an idiot. And thatÕs something they should learn on their own.",What am I gonna do now? Just pass the tape along.,CHANDLER,FRIENDS,1,train
1_S11E05_402,"Oh, my God, you're still here?","Hey, what are you working on?",BERNADETTE,BBT,0,train
1_S12E02_118,Is she into you or does she just hate her parents?,"See ya, guys. - Bye. - Bye. So, what's her deal?",HOWARD,BBT,1,train
1_S09E01_403,That's ridiculous.,"You know, if I dated Mandy, that would teach both Leonard and Amy a lesson.",PENNY,BBT,0,train
1_5496,"Okay, Amy, you're being silly. I'm not concerned about who hangs out with who. And I certainly don't have a problem with Leonard's new girlfriend who wears way too much makeup. Ooh, these are cute. Of course if I buy them, I'll have to rent my womb out to a gay couple.","That bitch is crafty. You think? Of course. How does the cheetah attack a herd of wildebeests? By going after its weakest member. Well, what makes me the weakest member? Your trusting nature coupled with your teeny-tiny body. You wouldn't last a minute on the Serengeti.",PENNY,BBT,1,train
1_3911,"That's very thoughtful, but I think I'll finish my coffee first.","And shake twice for Texas. Something his mother taught him. All right, Elizabeth, the bathroom is yours. The seat is down, and has been sanitized for your protection.",PERSON,BBT,0,train
2_189,"Yeah okay, I was just talking to the guys. Just look at them I mean, is it okay if they come visit?",Ahh! Aren't you dressed yet? Am I naked again?! We're supposed to meet my parents in 15 minutes.,CHANDLER,FRIENDS,1,train
1_S10E17_125,You could charge people money to punch you.,"Yeah, you're a grown man who's highly educated.",HOWARD,BBT,1,train
2_232,"Well, umm, my Mom's friend, Phoebe, is actually my birth Mom.","Oh, I'll go out and get you some. Really?! Nope! Because I'm not your boyfriend. Hey Pheebs, how did it go?",PHOEBE,FRIENDS,0,train
2_144,Lords of Arabia,"Well ofcourse Blanche , they did it in that movie. What movie?",DOROTHY,GOLDENGIRLS,1,train
1_S10E05_319,"No. No, if we both like it, I'll spend the rest of my life opening the freezer and going, ""Aw, no strawberry.""","Well, who you gonna hit on? The girl in front of us got strawberry. That's your favorite.",SHELDON,BBT,0,train
2_271,Sarcasm? Noo.,"Sorry, was that sarcasm?",MODERATOR,SARCASMOHOLICS,1,train
2_45,"Oh ma no, it was a little girl selling girl scout toilets.",Oh fine we will! Is that Paolo?,DOROTHY,GOLDENGIRLS,1,train
1_S11E21_080,Is it your teen years?,"Penny, do you want to check this out? Yeah, sure. All right, just, uh, look through here, and if you want to take a picture, just push that button. Okay. Oh, what is that? (gasps) Is it Mercury? I'm really jonesing for Mercury. I think it's a little early for Mercury to be visible yet. Playing hard to get. I like that in a planet. No, there's something fuzzy.",HOWARD,BBT,1,train
1_S10E08_140,"No, she's right. As long as I've known you, you've always been self-conscious","You're dating somebody, who is it? What? What are you talking about? You only watch what you eat when you're afraid you might have to take your shirt off.",HOWARD,BBT,0,train
1_5134,"Oh, yeah, yeah. It's real great. Today I drove to Van Nuys for an audition I thought was going to be for a cat food commercial. Turned out to be porn.","Thank you, Leonard. That doesn't make it sound boring at all. So, how you holding up? I'm fine. Oh, who are you kidding? She's breathtaking. So, Penny, Leonard tells me you're an actress. That must be pretty exciting.",PENNY,BBT,1,train
2_8,"It's white plastic, with a handle, and it fits onto a stroller.","I'm doing research for a book, and I was wondering what someone might do if they left a baby on a city bus. Hi, here's the deal. We lost a carseat on a bus today.",JOEY,FRIENDS,0,train
2_294,"Oh, um, I don't care!",How do I look?,CHANDLER,FRIENDS,1,train
1_S11E07_405,And she still doesn't.,"I mean, Ruchi's nice. We're just so different. I know. Sometimes when you're dating, you meet weird people. I once met a girl who didn't like juggling.",BERNADETTE,BBT,0,train
3_S01E01_255,It's an upside down cross.,"Hey, Gilfoyle, I thought you were a Satanist? I'm a LaVeyan Satanist with some theistic tendencies. Oh, some theistic tendencies. Well then, what's with the cross?",GILFOYLE,SV,0,train
3_S04E02_326,"I mean, I knew Dinesh was going to fuck this all up, but honestly, this couldn't get any better.","$21 billion? I mean, how is that even fucking possible?",GILFOYLE,SV,1,train
2_141,We think it was trying to spell out monkey.,He also found an M and an O.,CHANDLER,FRIENDS,1,train
1_S12E08_103,Which is perfect.,"After last night, I got to thinking that I should have a better relationship with your family. I think the one you have with them is perfect. I hardly have one at all.",AMY,BBT,1,train
1_S09E03_476,We got a flat and couldn't get the tire off.,What... What are you doing back?,LEONARD,BBT,0,train
1_S12E03_101,"Great, so your church is Our Lady of the Stretchy Pants.","He sent us that Indian marriage questionnaire. Ooh, read one.Okay. ""How religious are you?"" That'’s easy, both of us: not at all. No, I wouldn'’t say not at all. I mean, I am pretty spiritual. I do go to yoga, so...",LEONARD,BBT,1,train
3_S02E01_050,"I get it. You hear the word ""chief,"" and you think ""Indian Chief."" but you're the other kind of Indian.","I love it. So what do you two do at Pied Piper? I'm the CTO. Ha ha, he's joking. I'm the CTO. Fuck you, I'm joking. Okay, how could you be the Chief Technology Officer?",GILFOYLE,SV,1,train
1_S09E03_125,"If there was a hidden compartment, don't you think you'd be stuffed in it by now?","According to this Mexican Customs Web site, visitors may not bring more than five laser discs,20 compact discs, or 12 VHS tapes. We don't have any of those. How can you be sure? VHS was king when Feynman drove this van. For all we know, there are hidden compartments lousy with Jane Fonda workout videos.",LEONARD,BBT,1,train
2_278,: Yeah.,"I know, it was amazing! I mean, we totally nailed it, it was beautiful. Thank you, listen, thanks a lot Tribbiani, . Oh my God, look at the time, I gotta catch the bus to the ball. Oh well, okay, good luck.",PERSON,FRIENDS,0,train
1_S11E07_220,I should get a haircut; this thing's going south fast.,"She just wants to keep things casual. Oh, great, that's how you're gonna screw it up. Hey, I can be casual. Mm-hmm.",STUART,BBT,0,train
2_270,Hey.,Where'd you get fruit at four in the morning? Went down to the docks. Bet ya didn't know you could get it wholesale. I didn't know there were docks.,JOEY,FRIENDS,0,train
1_8717,Because you're in the right lane behind a bus and you won't go around it? I'm sure she finds it charming.,Do you think Penny's mad at me?,BERNADETTE,BBT,1,train
1_4995,"Hey, you taught me something. Who would have thought it?","Why not? It seems like you're improvising your entire curriculum. This is all about listening and responding. Gotcha. I'm going to create a character and a situation, and you just jump in when you feel it. All right. All right. Action. Okay, it's not a movie. It's improv. So no one calls ""action.""",SHELDON,BBT,1,train
2_547,"Okay, now much have you won so far?","Well, what did you have? It doesn't matter because nothing beats a three and a six. That my friend is D-Cup.",CHANDLER,FRIENDS,0,train
1_S09E14_045,Really? The old Asian man is not your Meemaw?,That's not her. That's not her. That's not her. That's not her. That's not her. That's not her. That's not her. That's not her.,LEONARD,BBT,1,train
3_S06E06_143,I thought that was the company policy-these days.,"Based on the amount of work left to do and the number of hours left before the festival, I decided to task Son of Anton to use machine learning to debug some of our code. What? Gilfoyle, are you fucking kidding me? You gave your AI permission to overwrite code in the internal file system? -Were you gonna tell me about this? -No.",GILFOYLE,SV,1,train
1_430,"I've got some feelers out. In the meantime, listen to this.","but it was between you and the Museum of Natural History, and frankly, you don't have dinosaurs. I'll miss you, too. Bye-bye. Okay, I know you're texting about me and I'd really like you to stop. Oh, dear, I am rightly and truly screwed. Hey, I thought you were finding new friends.",RAJ,BBT,0,train
1_S10E18_423,More reasons for you to stay.,"You are not a burden, and we want you to come back and stay with us. But I also upset Sheldon, and he's not gonna want to come over if I'm there.",PENNY,BBT,1,train
3_S01E01_128,"Hey, did you hear what Peter Gregory is doing?","Look at this place, it's a shithole. Uh-oh. Here's another one. Miss Palo Alto, 2K14. There she goes. Oh, God, the marketing team is having another bike meeting. Douchebags. Just another day inside the Gavin Belson cult compound.",OTHER,SV,0,train
3_S01E03_024,Is it a margarita machine?,"Okay, well, actually this is a superior product, right here.",GILFOYLE,SV,0,train
1_11736,"I don't know, perhaps somebody took it off the carousel by mistake?","Mr. and Mrs. Wolowitz? As far as I can tell, your bag arrived in Los Angeles. So, where is it?",PERSON,BBT,0,train
3_S01E06_054,"Yes, we are totally fucked.","Excuse me, Mr. Carver? Yeah, uh, people refer to me as The Carver, but no one actually calls me that. It's, uh, what people call a screen name. You know. I'm Kevin. Okay, Kevin, um, we're from Pied Piper, we spoke earlier. - Yeah, so you guys are fucked, huh? - No. No, we're not fucked.",ERLICH,SV,0,train
3_S01E03_359,Hey! That is not Cherry Garcia.,"What about, Dwarfism 2.0? Where's Dwarfism 1.0? Just in the world. Oh. That's prejudice. - That's hurtful. - I'm sorry. Small, come back now, you hear? Interesting.",GILFOYLE,SV,0,train
1_S10E05_079,"Okay. Well, for starters, there's nothing wrong with keeping our toothbrushes in the same holder.","When you live with someone, there's gonna be conflict. You just have to keep communicating. I'm open to that.",AMY,BBT,0,train
2_508,"Yes, the doctor's say if they remove it, he will die!","This one's from Joey, feels like a book, think itÕs a book. And itÕs a book! Oh its Dr. Suse. That book got me through some tough times There is a little child inside this man.",CHANDLER,FRIENDS,1,train
1_S09E06_168,"Uh, he's Indian. We've already got one of those.","What are you guys up to? We put Amy on a dating app, and we're seeing what's out there. Oh, fun! Let me see. Uh, no... no, uh, definitely not. What was wrong with that guy?",RAJ,BBT,1,train
1_S12E04_040,Tell us the truth. Did she get you pregnant?,"So, are you actually engaged to this woman you just met? Yeah.",PENNY,BBT,1,train
1_S11E06_410,"You were a terrible waitress, and we still asked you to get us a snack.",Can you get us a little snack? You sure you don't want your spy to do it? What are you talking about? You really don't trust me? You had to have Amy stop by? We trust you. Yeah.,HOWARD,BBT,1,train
1_S11E16_170,You're right. That's so much better.,"Ah, come on! Welcome to the next five to eight weeks of your life. Sheldon, I said I didn't want to play your game. Well, then don't think of it as a game. Think of it as a source of information about one of the lesser known campaigns of World War II.",BERNADETTE,BBT,1,train
1_11236,"Oh, you're hardly out of the woods, no. You still run the risk of infection, a blood clot, the possibility that an inattentive surgeon let a barn spider lay eggs in your nose.","Wow. I don't know which hurts worse-- my nose or my heart. Well, I'm done speaking to you. Don't be like that. You two need to talk this out. Yeah, 'cause you sound really funny. Sheldon, I'm sorry I didn't tell you about the surgery, but you were worried about nothing.",SHELDON,BBT,0,train
2_3,And I think my testicles may be in here too,"Do you guys have any exta ribbon? Oh yeah sure, what do you need? We got lace, satin, sateen, rafia, gingam , felt.",CHANDLER,FRIENDS,1,train
1_S12E02_385,"And if not, swing by the chocolate factory and see if they're hiring.","Look, it's only a spray tan. It'll fade in a couple days. Why don't you cancel the date and reschedule? Oh, but I was really looking forward to tonight. You know what? Then go. Tell her what happened. - Maybe she'll be flattered.",HOWARD,BBT,1,train
1_S12E06_412,That's what you said about the butterfly pavilion at the zoo.,"Sheldon, you sure you're ready for this? - This movie's pretty scary. - . Please I'm an adult. I think I can handle it.",LEONARD,BBT,1,train
2_39,"Oh hurry up, I want to sign that.","But that reminds me, sign this. What is it? Its nothing, just that you can't sue the city incase you scrap your knee or your know get your head blown off.",CHANDLER,FRIENDS,1,train
1_4603,Is it possible that she was going for your cheek and you moved and she accidentally got lip? That happens with me and my mom all the time.,"to bring us all with you to the year 7010 where we are transported to work at the thinkatorium by telepathically controlled flying dolphins? No, Penny kissed me.",HOWARD,BBT,0,train
2_413,Some guy bought it. I'm sorry. I tired to stop it but they put me in jail!,"Oh, that's uh, that's pretty nice but I'm gonna go with the one I picked first. Oh my God Chandler, the one you picked is gone. It's over! What?",PHOEBE,FRIENDS,0,train
2_587,"Oh yes Blanche, about a half hour ago. But now I have hidden her again so you can find her.",Have you found her?,DOROTHY,GOLDENGIRLS,1,train
1_6472,You'd think a winner could make a decent cup of cocoa.,"Then take away his keys and make him wander the streets with the other drunks. You remember Sheldon and Raj and Howard. Not really, no. It's funny, huh, Leonard? Back in school, I was the winner and you were the loser.
And now we're reversed. You're the winner.",SHELDON,BBT,1,train
1_S09E01_439,I don't know. Sounds pretty bad. Penny's back in her apartment all by herself.,What happened? They just got married. (sighs) I don't know. It's a mess. They had a huge fight in Vegas. Think they'll break up?,HOWARD,BBT,0,train
1_S09E03_135,You guys still aren't living together?,I just wish Leonard would work up the courage to tell Sheldon he's moving in here.,BERNADETTE,BBT,0,train
1_S12E01_297,for a successful day of ballbusting.,"Morning, sunshine. So I see you're making espresso. Yup. Just need that extra jolt",PENNY,BBT,1,train
1_S10E10_158,I would like to keep... the official flag of our apartment.,"Sheldon, you're-you're being a little selfish. Why don't you let Leonard keep a few things? It's not my fault I'm bad at sharing; I skipped kindergarten. You know what? There is one thing I would like. Yeah, take whatever you want.",LEONARD,BBT,0,train
1_5758,"Oh, I could so see you being the face of hemorrhoids.","It's like a waterfall of liquid gold. My turn. You know, I don't even know what the point of me staying in L.A. is. I haven't gotten a single acting job since I moved out here. The closest I came was last month, I got a callback for a hemorrhoid commercial.",AMY,BBT,1,train
2_259,"I wasn't by myself. I had a doctor, a nurse, and a helper guy. So, did you see who won the game?","Your mom called me. So is this her? No, this is a loaner. I'm sorry you had to do this by yourself.",PERSON1,FRIENDS,0,train
1_S09E20_127,I'm surprised he let us conceive without him.,"You feel like raj is getting a little carried away With all the baby stuff? I don't think so. He just wants to be part of the experience. All right, if you say so. What's in the box? Oh, it's an ultrasonic microphone So we can hear the baby's heartbeat. Oh. That's cool. Can we try it? Actually, raj ordered it. He made me promise to wait till he was here. So he can be... Part of the experience? Yeah.",HOWARD,BBT,1,train
2_154,"Okay, does this look like a garbage can to you?",Nobody respects the bucket! You wouldn't believe what people put in here! Look!,PHOEBE,FRIENDS,0,train
1_S10E06_091,Are you kidding? I once paid $20 for Theo Sassler's signature.,"What's all this? Oh, everything we need for your autograph session-- head shots, markers. Okay. Leonard, it's sweet you're excited about this, but it'll be a miracle if one person asks for my autograph.",LEONARD,BBT,0,train
2_193,"Yeah, a slice of cheesecake and-and a date if you're given'  'em out.","You gotta help me out here, you gotta set me up, you gotta get me back in the game. Well, that shouldn't be a problem. I mean I work in fashion and all I meet are eligible straight men. Pete, can I get you something else?",PERSON,FRIENDS,0,train
2_174,Oh! Satan's minions at work again?,And there's five hundred extra dollars in my account.,CHANDLER,FRIENDS,1,train
2_15,I'm sorry man there is never a good time to have to .. Stop catching on fire.,"When I had insurance I could get hit by a bus or catch on fire, it wouldn't matter. Now I got to be careful?",CHANDLER,FRIENDS,1,train
1_S11E06_391,How irresponsible do you all think I am?,"Hey, how you doing? What are you doing here? Oh, I just came by, you know, to see if you need any help. Howard and Bernadette asked you to check up on me. That is not entirely true. So did Leonard and... everybody.",PENNY,BBT,0,train
1_S09E18_357,Is there a switch on the back of his neck we don't know about?,"Hangon, What if Sheldon had no choice but to be respectful?",LEONARD,BBT,1,train
1_S09E03_120,We don't have any of those.,"According to this Mexican Customs Web site, visitors may not bring more than five laser discs, 20 compact discs or 12 VHS tapes.",RAJ,BBT,0,train
1_S09E07_135,When is your visa up?,"Look, I don't even think you can take this wall down 'cause it's load-bearing. Well, it's easy to find out, just go into the crawlspace under the house and check.",HOWARD,BBT,1,train
1_S11E01_446,"H-Hey, her eyes are up there.","Hello. Hey. Hey. Amy, welcome back. Oh, l-let me see the ring. Ooh, nice.",SHELDON,BBT,0,train
1_11609,"I've, uh, created some other user accounts so I can post positive comments about their paper.","Do you really want him to write back? Yeah, I do. No matter how he responds, I am going to destroy him with a picture of a bored cat saying, ""Oh, really?"" Me-wow.",RAJ,BBT,0,train
1_4792,"Obviously, we're no longer a Justice League. We have no choice but to switch to our Muppet Baby costumes.","I may have failed. Okay, I guess we just go without a Wonder Woman. I don't want to go without Penny. Oh, great. No Superman, no Wonder Woman? All we've got is a skinny Flash, an Indian Aquaman, a nearsighted Green Lantern, and a teeny, tiny Dark Knight.",SHELDON,BBT,0,train
1_4949,"Certainly. I'd like to raise two points. Number one, I think they <i>are</i> talking about penises. And number two, these mimosas are kicking my little brown ass.","Who could get <i>all</i> the giant missiles she wants. Are we talking about women wanting penises? Because I'd like to weigh in. Dr. Koothrappali, would you care to join the conversation?",RAJ,BBT,0,train
1_S12E23_209,So not Mr. and Mrs. Wackadoodle?,"Hey, fellas. Can you do me a favor? Do we have a choice? Ha-ha! No. Sheldon and Amy are now officially superstars, and the press will be reaching out to their family and friends for comment. So that we're all on the same page, the word we're gonna use to describe them is ""quirky."" And not quirky. More like quirky.",HOWARD,BBT,1,train
1_S11E10_143,Stop apologizing!,"I'm so sorry the interview didn't go well. Yeah, you would've been perfect for it. Oh, I just get so nervous, and then I start apologizing for being nervous, and... You guys don't want to hear about this. I'm sorry.",PENNY,BBT,0,train
1_S12E18_303,No. (chuckles) It's great. I just don't want anyone to ever see it or read it or know it exists.,"- Hey, got a minute? Sure. What's up? Uh, Bernadette said you weren't crazy about the book.",HOWARD,BBT,1,train
1_11046,"Wow, he really went where no man has gone before.","Red Zinger with one teaspoon of honey. Thank you.
Neat<i> Star Trek</i> mug. I actually have one of the phasers from the original TV show. Oh, cool.
How'd you get that? Oh, easy, Gene Roddenberry needed a vasectomy. Wait a minute.
You've snipped Gene Roddenberry's vas deferens? Yes.",HOWARD,BBT,0,train
3_S01E04_356,"is a perfect example of you having no vision, no balls and no game. Maybe he did blow him. Well, love and hate. It's all passion.","It's right here. Goddammit. - I've seen the video. - It's the wrong album, just give me a sec... You know what? Fuck it! You offering me a position on this board and reneging it",GILFOYLE,SV,0,train
1_6648,You mean for a person whose neck massages feel like an eagle is trying to carry you to its nest?,"This is amazing.
How did you even get this idea? I called your dad.
I asked him what things you liked to do when you were a kid. This seemed easier than getting a cow out here so you could tip it. Okay, you're kind of really great.",LEONARD,BBT,1,train
1_10810,I'll give you a plan right now. Step one: open comic book store. Step two: start rumor this comic book store gives you genital warts.,"For starters, they shed and bite. Hey, here's a thought.
Why don't we put up the rest of the money that Stuart needs? So, we'd be, like, owners of a comic book store? It's kind of a dream come true. That does sound fun. Ooh, maybe we could come up with a business plan to compete with this place.",SHELDON,BBT,0,train
1_S12E17_124,"What do you call that, Bishops Be Crazy?","So, Leonard, what are you gonna do while Penny's away? I don't know. Maybe watch a movie with subtitles. If you're looking for something outside the norm, I have invented a new chess variant where the bishops can also move like knights.",RAJ,BBT,1,train
2_317,"Ah, oh, hang on a second. Come in, come in. All right, so think about it, and call me back.","It has umm, three beautiful bedrooms and ah, no baths. But y'know, the ocean is right there. Knock, knock, knock.",PERSON,FRIENDS,0,train
2_536,What a baby.,"I mean, you two are-are my… I mean, I'm lucky to have just one good Thanks man. I gotta go check something over here.",CHANDLER,FRIENDS,0,train
2_611,Just tell me how.,"Why?!! Uh well umm .. we're just not in that place, y'know? But we're very excited about this. Oh. Well then shut me up.",RACHEL,FRIENDS,1,train
2_454,"Ross umm, there's something that I've got to tell you, there's-there's someone else.","It was dreadful. I felt terrible about how I acted when you said those wonderful things. No, no, that-that, that's all right. Umm, I'm just glad you called.",PERSON,FRIENDS,0,train
1_S09E05_291,I've been told it's a good way to move on.,"I asked two women out today, and they both said no. I didn't know you were interested in dating.",SHELDON,BBT,0,train
1_1803,"- Maybe I heard you wrong. A lot of words sound like ""yoga.""","Leonard. Come, join us. Hey, Dave.
And Penny, what a surprise. Dave was just showing me around the university. This place is unbelievable! I know, I've been offering to show you around for a year and a half. You always said you had yoga.",LEONARD,BBT,1,train
1_7395,"Well, if that's all it takes, it's a good thing you don't have a dog.","You slept with him? I didn't know what else to do.
He had those big, sad eyes. Oh, sure, you had no choice. He looked at me like this.",AMY,BBT,1,train
1_S12E09_090,You mean the last two minutes or the last 20 years?,Why not? You don't think other women find him attractive? (laughing): No. I suppose you're wondering why I put you through all this.,LEONARD,BBT,1,train
1_S10E03_282,Sorry! Sorry!,"I don't care what color the room is. Okay, well, I'm just trying to help you. Well, you're not, so just drop it! I'm clearly upset. Why aren't you following me?",RAJ,BBT,0,train
2_356,Yeah.,"I mean, your Dad tells me that you get a couple of days off school, and you, you ah, don't have to sell those cookies anymore. Well, I kinda wanted to sell the cookies. The girl who sells the most wins a trip to Spacecamp, and gets to sit in a Wow, you ah, you really like all this space stuff, huh?",PERSON,FRIENDS,0,train
1_S12E22_066,"Apparently, a guy who wants to have his feelings hurt.","How come we never eat in the dining room? Oh, that's for company. What am I?",HOWARD,BBT,1,train
2_447,It was an accident. Not like I was across the street with a telescope and a box of donuts.,Still upset because I saw her boobies. Well what? What were you doing seeing her boobies?,CHANDLER,FRIENDS,1,train
1_507,"Well, there's always the possibility that a trash can spontaneously formed around the letter but Occam's rasor would suggest that someone threw it out.","I promised my mother. I suppose you could have your android penis circumcised. But that's something your rabbi would have to discuss with the manufacturer. Not to mention you'd have to power down on saturdays. Sheldon, why is this letter in the trash?",SHELDON,BBT,1,train
3_S02E10_133,"Sorry, I couldn't remember your mother's name.","Hey, Gilfoyle, we're up to 50,000 views. Whoa, it is, like, 500 degrees in here. Yeah. Anton is really starting to sweat. Yeah, I still can't believe you gave the servers a man's name.",GILFOYLE,SV,1,train
1_1987,"When I didn't pay my bill, the Department of Water and Power thought I would enjoy the ambience.","Hey. Hey. A little mood lighting, huh?",PENNY,BBT,1,train
1_8827,How do you not tear off his clothes and take him right here on this table?,"Awkward silence. Sheldon on his phone.
No touching. Somebody's having date night. It's actually steamier than it looks.
Sheldon's looking up the phallic symbolism of root vegetables in Renaissance paintings. Oh, no, I got bored with that.
I'm just browsing cuticle scissors on Amazon.",PENNY,BBT,1,train
1_S10E13_135,"Oh, no. Good game.","If you do that, I'll win in eight moves. I'll win in five moves. I'll win in one move.",LEONARD,BBT,1,train
2_176,I'm the ruptured spleen.,"Yeah, come on, eat, whatever you want. Dr. Roger got beeped again. Yeah I know, guess who beeped him? What?!",CHANDLER,FRIENDS,0,train
1_S09E01_368,"Wow! Well, marriage must agree with you. Well, you are just glowing.","I asked you over and over if you were okay. Why would you go through with the wedding if you weren't? I thought I was okay, but it turns out I'm not. Okay, listen, I may not have been entirely faithful, but you, you are not easy to lift!",SHELDON,BBT,1,train
2_506,"Oh my God!! Ohh, that is it! I'm leaving! You are just a horrible person!","Oh, I must've said that after you left. Said what? Exactly. That you enjoyed the occasional drink .. ing binge.",RACHEL,FRIENDS,0,train
2_312,Sarcasm? At a sarcasmoholics meeting?,Alright! Definitely!,MEMBER-GIRL,SARCASMOHOLICS,1,train
2_84,"If that doesn't keep kids in school, what will?","Two week straight and she hasn't smoked since. So how did you guys meet? Oh I was in Mrs. Knight's oh I mean Alice, I was in her Home ED class. And he was my best student. Yes she was my best teacher.",CHANDLER,FRIENDS,1,train
3_S01E05_520,"Take your time. There's no rush, Dinesh.",Another one down. Did you really? You still working on that last one?,GILFOYLE,SV,1,train
1_S09E05_258,What can it hurt?,"- Barry Kripke just asked me out. - (GASPS) Oh! Look at you, two guys in one day. I told you things would change if you plucked your eyebrows. What did he say? ""Hi, how are you? I was wondering if you'd like to get a drink after work sometime."" Well, what are you gonna do? I don't know. I guess I assumed that I would eventually date other people, but this is happening so fast.",BERNADETTE,BBT,0,train
2_289,"Nooo! No, that's not true. No, best time ever! Yeah, you rocked my world!",Do you know what just happened? Yeah. We-we had sex and then we fell asleep. No. We were in the middle of sex .. and,MONICA,FRIENDS,1,train
